item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000215,ORD000971,PROD00137,2,10999,15
ITEM000216,ORD004602,PROD00142,5,27148,5
ITEM000217,ORD002044,PROD00250,4,46166,10
ITEM000218,ORD003645,PROD00025,1,43807,5
ITEM000219,ORD003874,PROD00098,1,9186,15
ITEM000220,ORD000164,PROD00151,4,11471,30
ITEM000221,ORD004686,PROD00047,3,29197,20
ITEM000222,ORD004029,PROD00243,4,58888,0
ITEM000223,ORD000697,PROD00227,5,22833,10
ITEM000224,ORD001106,PROD00160,3,4814,5
ITEM000225,ORD001225,PROD00029,3,44692,15
ITEM000226,ORD002395,PROD00183,2,41864,10
ITEM000227,ORD004053,PROD00005,1,23546,20
ITEM000228,ORD003423,PROD00044,5,58695,20
ITEM000229,ORD001574,PROD00132,3,56087,10
ITEM000230,ORD004011,PROD00082,3,34407,0
ITEM000231,ORD001957,PROD00180,2,3708,25
ITEM000232,ORD003547,PROD00087,3,17543,15
ITEM000233,ORD003753,PROD00169,1,18180,25
ITEM000234,ORD000258,PROD00034,1,22118,20
ITEM000235,ORD004700,PROD00005,5,999,25
ITEM000236,ORD003852,PROD00098,3,25247,5
ITEM000237,ORD002215,PROD00179,4,2658,25
ITEM000238,ORD004200,PROD00219,4,22296,10
ITEM000239,ORD002803,PROD00034,4,26985,25
ITEM000240,ORD004526,PROD00050,3,47428,10
ITEM000241,ORD000683,PROD00234,4,18757,10
ITEM000242,ORD002611,PROD00221,4,44327,0
ITEM000243,ORD000189,PROD00208,5,59008,0
ITEM000244,ORD000877,PROD00063,2,53136,30
ITEM000245,ORD000533,PROD00040,1,11906,10
ITEM000246,ORD000716,PROD00222,5,52824,5
ITEM000247,ORD000111,PROD00189,1,932,25
ITEM000248,ORD000577,PROD00040,3,57326,20
ITEM000249,ORD003775,PROD00162,5,41333,30
ITEM000250,ORD000867,PROD00157,3,51819,25
ITEM000251,ORD001137,PROD00052,1,3980,25
ITEM000252,ORD000751,PROD00001,1,12461,0
ITEM000253,ORD001910,PROD00054,4,52177,25
ITEM000254,ORD003170,PROD00083,1,47287,0
ITEM000255,ORD001617,PROD00182,5,12924,15
ITEM000256,ORD001525,PROD00121,4,39979,25
ITEM000257,ORD004849,PROD00222,3,48243,25
ITEM000258,ORD004159,PROD00002,1,29300,5
ITEM000259,ORD002157,PROD00037,1,11824,5
ITEM000260,ORD001016,PROD00180,5,38011,5
ITEM000261,ORD002633,PROD00194,1,12633,5
ITEM000262,ORD004853,PROD00076,2,10944,15
ITEM000263,ORD002339,PROD00056,5,27319,20
ITEM000264,ORD002825,PROD00189,4,16746,30
ITEM000265,ORD002062,PROD00073,2,35070,0
ITEM000266,ORD000515,PROD00127,2,4537,0
ITEM000267,ORD000495,PROD00159,3,59458,25
ITEM000268,ORD003654,PROD00004,4,5539,25
ITEM000269,ORD002962,PROD00179,1,21166,20
ITEM000270,ORD004663,PROD00068,5,44746,0
ITEM000271,ORD003936,PROD00095,3,29842,10
ITEM000272,ORD004007,PROD00081,-4,19976,30
ITEM000273,ORD001869,PROD00151,5,49122,5
ITEM000274,ORD002891,PROD00105,2,3098,25
ITEM000275,ORD002658,PROD00237,4,57970,15
ITEM000276,ORD003805,PROD00116,4,30684,30
ITEM000277,ORD003159,PROD00108,2,9611,25
ITEM000278,ORD002595,PROD00098,1,57536,5
ITEM000279,ORD000115,PROD00112,2,26476,10
ITEM000280,ORD001507,PROD00056,2,10198,20
ITEM000281,ORD003869,PROD00039,1,1374,15
ITEM000282,ORD000178,PROD00128,3,22406,5
ITEM000283,ORD004501,PROD00072,4,10675,10
ITEM000284,ORD004972,PROD00186,2,12748,15
ITEM000285,ORD001310,PROD00125,-4,28667,15
ITEM000286,ORD000549,PROD00244,1,23458,0
ITEM000287,ORD004980,PROD00075,3,46569,15
ITEM000288,ORD004049,PROD00206,2,15710,20
ITEM000289,ORD000107,PROD00245,2,27585,15
ITEM000290,ORD002774,PROD00162,3,41686,5
ITEM000291,ORD003515,PROD00157,-3,45130,20
ITEM000292,ORD004339,PROD00073,1,39563,5
ITEM000293,ORD001050,PROD00095,3,47797,10
ITEM000294,ORD000146,PROD00115,5,31332,0
ITEM000295,ORD001716,PROD00242,3,27628,5
ITEM000296,ORD002561,PROD00163,3,45407,5
ITEM000297,ORD004547,PROD00088,4,51864,10
ITEM000298,ORD001593,PROD00231,5,52323,10
ITEM000299,ORD004689,PROD00249,2,21391,30
ITEM000300,ORD004993,PROD00061,2,46706,20
ITEM000301,ORD003849,PROD00228,2,32320,20
ITEM000302,ORD000784,PROD00099,1,20842,20
ITEM000303,ORD000667,PROD00136,2,41168,10
ITEM000304,ORD002180,PROD00018,4,30622,20
ITEM000305,ORD001583,PROD00203,4,25831,30
ITEM000306,ORD002981,PROD00218,3,46955,5
ITEM000307,ORD001830,PROD00163,1,31347,5
ITEM000308,ORD003954,PROD00144,1,21744,10
ITEM000309,ORD002622,PROD00125,2,51659,10
ITEM000310,ORD001639,PROD00211,3,39934,20
ITEM000311,ORD000987,PROD00076,2,39463,20
ITEM000312,ORD004289,PROD00205,1,48501,5
ITEM000313,ORD003081,PROD00109,5,18811,5
ITEM000314,ORD001674,PROD00037,1,19841,10
ITEM000315,ORD003453,PROD00021,3,1956,0
ITEM000316,ORD001210,PROD00115,3,30770,30
ITEM000317,ORD004865,PROD00114,4,36689,5
ITEM000318,ORD003736,PROD00071,3,7361,10
ITEM000319,ORD003714,PROD00073,2,46587,20
ITEM000320,ORD002645,PROD00245,2,38735,5
ITEM000321,ORD002675,PROD00142,1,8420,0
ITEM000322,ORD002583,PROD00213,4,24471,5
ITEM000323,ORD003558,PROD00166,4,36353,0
ITEM000324,ORD002676,PROD00157,3,26221,5
ITEM000325,ORD002655,PROD00145,1,42480,10
ITEM000326,ORD000458,PROD00186,5,2880,20
ITEM000327,ORD000557,PROD00036,2,32850,0
ITEM000328,ORD001339,PROD00241,2,7001,20
ITEM000329,ORD002952,PROD00249,2,6320,30
ITEM000330,ORD003381,PROD00088,3,22461,0
ITEM000331,ORD004466,PROD00016,1,32573,15
ITEM000332,ORD003244,PROD00178,5,27586,25
ITEM000333,ORD000733,PROD00209,2,36220,30
ITEM000334,ORD000945,PROD00196,2,29692,5
ITEM000335,ORD000463,PROD00166,3,15202,5
ITEM000336,ORD001848,PROD00123,5,1887,0
ITEM000337,ORD001906,PROD00244,1,3064,5
ITEM000338,ORD004101,PROD00082,2,57347,5
ITEM000339,ORD003243,PROD00005,3,25696,30
ITEM000340,ORD004033,PROD00007,5,50470,10
ITEM000341,ORD000329,PROD00052,4,36346,0
ITEM000342,ORD001881,PROD00150,5,2659,5
ITEM000343,ORD000661,PROD00149,4,768,10
ITEM000344,ORD001345,PROD00102,3,33667,30
ITEM000345,ORD000061,PROD00235,2,10278,20
ITEM000346,ORD004557,PROD00096,5,18742,10
ITEM000347,ORD001652,PROD00194,5,25755,5
ITEM000348,ORD001604,PROD00084,5,17095,10
ITEM000349,ORD002338,PROD00116,3,26031,0
ITEM000350,ORD004193,PROD00198,1,29499,20
ITEM000351,ORD000924,PROD00011,4,13708,5
ITEM000352,ORD001685,PROD00052,4,53032,0
ITEM000353,ORD002447,PROD00214,-5,48515,25
ITEM000354,ORD002486,PROD00093,2,58407,20
ITEM000355,ORD001883,PROD00146,4,3863,25
ITEM000356,ORD000196,PROD00080,3,14508,20
ITEM000357,ORD001483,PROD00221,-1,14483,30
ITEM000358,ORD003184,PROD00185,3,13823,15
ITEM000359,ORD004931,PROD00193,3,30307,15
ITEM000360,ORD004595,PROD00153,2,32522,15
ITEM000361,ORD002036,PROD00020,3,52401,25
ITEM000362,ORD000256,PROD00159,5,7329,0
ITEM000363,ORD002247,PROD00239,1,56475,0
ITEM000364,ORD003125,PROD00187,1,20186,15
ITEM000365,ORD000439,PROD00095,5,10752,0
ITEM000366,ORD003467,PROD00190,2,42621,5
ITEM000367,ORD003421,PROD00168,3,5287,10
ITEM000368,ORD000287,PROD00231,1,19794,30
ITEM000369,ORD002153,PROD00117,1,20095,5
ITEM000370,ORD000249,PROD00226,2,8185,25
ITEM000371,ORD000923,PROD00023,4,11741,0
ITEM000372,ORD004750,PROD00178,2,30134,30
ITEM000373,ORD000185,PROD00180,5,18200,10
ITEM000374,ORD001256,PROD00056,5,31739,0
ITEM000375,ORD003092,PROD00008,1,26353,25
ITEM000376,ORD003816,PROD00106,1,32899,15
ITEM000377,ORD000361,PROD00169,-2,1169,20
ITEM000378,ORD002307,PROD00185,1,50732,10
ITEM000379,ORD002190,PROD00007,4,13584,30
ITEM000380,ORD001924,PROD00177,3,57446,5
ITEM000381,ORD000362,PROD00224,-4,53407,0
ITEM000382,ORD003567,PROD00144,5,55048,30
ITEM000383,ORD000388,PROD00074,4,52202,5
ITEM000384,ORD003009,PROD00117,3,6094,20
ITEM000385,ORD003058,PROD00169,4,35990,5
ITEM000386,ORD004430,PROD00038,3,47892,20
ITEM000387,ORD002841,PROD00105,3,48481,25
ITEM000388,ORD003049,PROD00120,2,38324,15
ITEM000389,ORD001210,PROD00209,3,50586,10
ITEM000390,ORD003341,PROD00093,4,44583,20
ITEM000391,ORD002075,PROD00227,4,5965,20
ITEM000392,ORD003823,PROD00116,2,22110,10
ITEM000393,ORD001346,PROD00228,5,56778,25
ITEM000394,ORD001189,PROD00154,1,22808,20
ITEM000395,ORD001307,PROD00218,3,35703,25
ITEM000396,ORD001687,PROD00212,5,9443,30
ITEM000397,ORD003433,PROD00226,4,5657,30
ITEM000398,ORD000344,PROD00134,1,33158,20
ITEM000399,ORD002087,PROD00240,1,38013,0
ITEM000400,ORD001858,PROD00176,5,43857,5
ITEM000401,ORD002667,PROD00188,3,32358,0
ITEM000402,ORD004286,PROD00169,3,36243,15
ITEM000403,ORD002877,PROD00192,4,14657,20
ITEM000404,ORD000872,PROD00058,4,45375,30
ITEM000405,ORD001543,PROD00184,4,10504,30
ITEM000406,ORD004133,PROD00205,1,58835,30
ITEM000407,ORD000592,PROD00178,1,32753,5
ITEM000408,ORD003327,PROD00078,3,16148,30
ITEM000409,ORD000792,PROD00244,2,35818,25
ITEM000410,ORD000255,PROD00076,2,1840,0
ITEM000411,ORD000585,PROD00018,1,13871,5
ITEM000412,ORD003457,PROD00242,3,29961,0
ITEM000413,ORD000087,PROD00179,3,43657,15
ITEM000414,ORD003177,PROD00096,5,19974,10
ITEM000415,ORD004831,PROD00236,2,20208,15
ITEM000416,ORD004861,PROD00011,4,41929,20
ITEM000417,ORD002619,PROD00090,4,2365,15
ITEM000418,ORD003880,PROD00221,1,17062,25
ITEM000419,ORD000803,PROD00109,4,49643,20
ITEM000420,ORD004017,PROD00007,5,40947,10
ITEM000421,ORD000712,PROD00122,-4,2834,15
ITEM000422,ORD000680,PROD00063,3,35934,0
ITEM000423,ORD002764,PROD00062,1,30098,15
ITEM000424,ORD002645,PROD00080,5,31054,0
ITEM000425,ORD003697,PROD00056,5,51232,25
ITEM000426,ORD000085,PROD00176,5,27209,0
ITEM000427,ORD000232,PROD00240,2,39190,30
ITEM000428,ORD004113,PROD00047,5,29426,0
ITEM000429,ORD004629,PROD00100,4,18305,25
ITEM000430,ORD000400,PROD00065,5,43141,25
ITEM000431,ORD004234,PROD00126,5,8011,25
ITEM000432,ORD002404,PROD00219,2,59430,15
ITEM000433,ORD004925,PROD00085,2,2909,10
ITEM000434,ORD001269,PROD00248,4,7487,25
ITEM000435,ORD003984,PROD00064,1,13349,15
ITEM000436,ORD001447,PROD00198,1,25682,30
ITEM000437,ORD001497,PROD00058,4,3175,10
ITEM000438,ORD004781,PROD00217,3,57025,25
ITEM000439,ORD003643,PROD00207,4,15290,25
ITEM000440,ORD001141,PROD00034,1,6954,5
ITEM000441,ORD003589,PROD00128,5,37181,0
ITEM000442,ORD003523,PROD00006,3,52357,25
ITEM000443,ORD003018,PROD00163,5,59130,25
ITEM000444,ORD003881,PROD00009,5,7268,15
ITEM000445,ORD003460,PROD00018,3,28892,20
ITEM000446,ORD002930,PROD00122,1,6017,10
ITEM000447,ORD001127,PROD00031,4,33534,5
ITEM000448,ORD004673,PROD00048,1,10916,0
ITEM000449,ORD004473,PROD00096,2,29535,25
ITEM000450,ORD000548,PROD00249,5,17536,15
ITEM000451,ORD000950,PROD00144,2,38449,15
ITEM000452,ORD001208,PROD00077,1,15520,5
ITEM000453,ORD003201,PROD00003,2,49231,25
ITEM000454,ORD000100,PROD00029,3,4231,20
ITEM000455,ORD004798,PROD00136,5,43941,10
ITEM000456,ORD001123,PROD00082,1,20179,30
ITEM000457,ORD001750,PROD00049,2,56699,15
ITEM000458,ORD001755,PROD00026,4,31644,15
ITEM000459,ORD004436,PROD00220,2,25718,20
ITEM000460,ORD001041,PROD00220,1,9875,25
ITEM000461,ORD000558,PROD00123,-5,9829,30
ITEM000462,ORD001350,PROD00064,5,5057,20
ITEM000463,ORD002964,PROD00241,4,55335,25
ITEM000464,ORD003330,PROD00016,2,54562,10
ITEM000465,ORD002626,PROD00200,4,3112,30
ITEM000466,ORD003062,PROD00101,4,2113,5
ITEM000467,ORD001841,PROD00192,4,40043,30
ITEM000468,ORD004175,PROD00228,2,31715,20
ITEM000469,ORD001289,PROD00062,4,42638,30
ITEM000470,ORD004073,PROD00198,5,34461,10
ITEM000471,ORD000254,PROD00107,1,28660,20
ITEM000472,ORD001193,PROD00198,1,37110,0
ITEM000473,ORD003222,PROD00072,1,24516,10
ITEM000474,ORD002798,PROD00078,4,42909,30
ITEM000475,ORD002525,PROD00219,-5,39968,10
ITEM000476,ORD003163,PROD00194,4,33817,15
ITEM000477,ORD004958,PROD00154,5,45863,20
ITEM000478,ORD002762,PROD00024,5,9295,15
ITEM000479,ORD004236,PROD00158,4,22740,20
ITEM000480,ORD002198,PROD00240,1,16788,25
ITEM000481,ORD004870,PROD00132,3,57627,10
ITEM000482,ORD001962,PROD00145,2,20816,10
ITEM000483,ORD001572,PROD00212,2,23140,10
ITEM000484,ORD003372,PROD00072,3,34226,25
ITEM000485,ORD001543,PROD00197,3,39474,15
ITEM000486,ORD001141,PROD00206,5,58663,30
ITEM000487,ORD002962,PROD00183,3,12749,25
ITEM000488,ORD001675,PROD00205,5,36535,10
ITEM000489,ORD001421,PROD00031,4,38425,20
ITEM000490,ORD001686,PROD00154,3,42150,5
ITEM000491,ORD004072,PROD00096,3,12298,25
ITEM000492,ORD002218,PROD00239,2,25965,15
ITEM000493,ORD002797,PROD00038,5,30386,20
ITEM000494,ORD002069,PROD00032,3,40013,0
ITEM000495,ORD003221,PROD00001,4,53588,20
ITEM000496,ORD002088,PROD00238,1,12681,30
ITEM000497,ORD004781,PROD00211,4,30103,20
ITEM000498,ORD003445,PROD00051,3,33796,20
ITEM000499,ORD004011,PROD00153,3,3641,15
ITEM000500,ORD003170,PROD00081,1,31519,15
ITEM000501,ORD001007,PROD00093,1,9457,5
ITEM000502,ORD000576,PROD00072,1,2989,30
ITEM000503,ORD002199,PROD00033,1,36245,20
ITEM000504,ORD003468,PROD00053,1,48994,25
ITEM000505,ORD004642,PROD00016,1,58712,25
ITEM000506,ORD002271,PROD00073,1,7602,10
ITEM000507,ORD001806,PROD00159,4,16073,5
ITEM000508,ORD002186,PROD00238,5,37695,30
ITEM000509,ORD001937,PROD00039,5,23470,30
ITEM000510,ORD002595,PROD00196,1,36587,20
ITEM000511,ORD003140,PROD00053,2,11561,30
ITEM000512,ORD001314,PROD00024,5,40689,0
ITEM000513,ORD002210,PROD00208,5,48826,20
ITEM000514,ORD002017,PROD00217,4,8463,0
ITEM000515,ORD003765,PROD00157,4,14781,5
ITEM000516,ORD001806,PROD00072,2,58750,5
ITEM000517,ORD002528,PROD00112,-1,507,5
ITEM000518,ORD003168,PROD00115,5,56719,20
ITEM000519,ORD000672,PROD00105,2,15516,0
ITEM000520,ORD003150,PROD00218,-4,29301,5
ITEM000521,ORD000189,PROD00139,5,49497,15
ITEM000522,ORD004027,PROD00112,3,13743,25
ITEM000523,ORD000170,PROD00128,5,22732,10
ITEM000524,ORD003623,PROD00156,5,40646,15
ITEM000525,ORD000634,PROD00154,2,24742,5
ITEM000526,ORD003310,PROD00054,4,11335,30
ITEM000527,ORD003319,PROD00071,2,20892,10
ITEM000528,ORD001892,PROD00098,2,47153,10
ITEM000529,ORD000199,PROD00176,5,57822,15
ITEM000530,ORD000530,PROD00116,5,16295,25
ITEM000531,ORD002828,PROD00093,1,25784,20
ITEM000532,ORD003575,PROD00186,4,1643,15
ITEM000533,ORD000733,PROD00112,4,59884,15
ITEM000534,ORD002205,PROD00094,3,23121,5
ITEM000535,ORD001381,PROD00057,3,31660,5
