order_id,customer_id,order_date,status,region_code
ORD000076,CUST00260,2025-06-22 17:24:24,PLACED,SOUTH
ORD000077,CUST00293,2025-08-06 18:09:26,DELIVERED,NORTH
ORD000078,CUST00887,2025-01-10 10:26:23,DELIVERED,EAST
ORD000079,,2025-09-09 10:31:41,DELIVERED,WEST
ORD000080,CUST00911,2023-09-04 10:16:23,CANCELLED,WEST
ORD000081,CUST00917,2024-06-11 17:33:24,CANCELLED,EAST
ORD000082,CUST00998,2023-09-09 20:45:42,SHIPPED,WEST
ORD000083,CUST00709,2024-09-02 15:53:13,CANCELLED,EAST
ORD000084,CUST00947,2025-04-11 10:50:30,RETURNED,EAST
ORD000085,CUST00821,2025-02-10 00:00:00,PLACED,WEST
ORD000086,CUST00081,2025-05-26 04:33:44,CANCELLED,CENTRAL
ORD000087,CUST00843,2024-11-01 04:08:52,SHIPPED,CENTRAL
ORD000088,CUST00301,2023-07-06 22:08:41,DELIVERED,NORTH
ORD000089,CUST00082,2025-02-26 15:21:03,DELIVERED,EAST
ORD000090,CUST00314,2024-04-26 05:18:36,CANCELLED,CENTRAL
ORD000091,CUST00735,2024-11-29 20:31:48,CANCELLED,SOUTH
ORD000092,CUST00707,2023-11-02 23:50:58,CANCELLED,EAST
ORD000093,CUST00458,2025-12-03 04:46:23,PLACED,EAST
ORD000094,CUST00630,2023-08-07 07:43:37,CANCELLED,EAST
ORD000095,CUST00655,2024-06-13 09:48:51,PLACED,NORTH
ORD000096,CUST00688,2026-06-04 02:02:29,CANCELLED,EAST
ORD000097,CUST00526,2025-04-17 06:57:25,SHIPPED,NORTH
ORD000098,CUST00147,2023-10-22 13:07:50,RETURNED,WEST
ORD000099,CUST00036,2024-07-21 05:52:40,SHIPPED,NORTH
ORD000100,CUST00242,2024-04-29 17:53:33,DELIVERED,EAST
ORD000101,CUST00393,2024-03-10 10:06:37,RETURNED,NORTH
ORD000102,CUST00620,2024-11-21 08:10:36,SHIPPED,WEST
ORD000103,CUST00972,2024-10-23 17:28:30,DELIVERED,EAST
ORD000104,,2023-04-10 00:00:00,PLACED,CENTRAL
ORD000105,CUST00141,2026-02-25 08:33:58,RETURNED,EAST
ORD000106,CUST00408,2026-02-24 06:28:08,DELIVERED,EAST
ORD000107,CUST00256,2023-11-26 04:00:11,PLACED,NORTH
ORD000108,CUST00754,2023-08-11 04:57:51,SHIPPED,WEST
ORD000109,CUST00531,2025-07-13 12:14:16,CANCELLED,CENTRAL
ORD000110,CUST00121,2025-04-29 22:00:59,DELIVERED,EAST
ORD000111,CUST00721,2023-08-05 05:27:17,CANCELLED,SOUTH
ORD000112,CUST00627,2026-01-04 08:56:27,DELIVERED,WEST
ORD000113,CUST00205,2026-02-25 19:50:28,PLACED,SOUTH
ORD000114,CUST00874,2024-11-29 05:29:40,PLACED,WEST
ORD000115,CUST00177,2024-07-21 21:44:04,CANCELLED,NORTH
ORD000116,CUST00830,2024-07-16 20:20:44,DELIVERED,EAST
ORD000117,CUST00727,2023-12-13 10:23:01,PLACED,CENTRAL
ORD000118,CUST00556,2025-07-03 14:00:19,DELIVERED,EAST
ORD000119,CUST00872,2024-07-03 04:28:05,SHIPPED,SOUTH
ORD000120,CUST00813,2024-12-09 07:48:39,DELIVERED,CENTRAL
ORD000121,CUST00230,2023-09-21 11:11:48,PLACED,SOUTH
ORD000122,CUST00812,2024-11-28 02:52:18,SHIPPED,SOUTH
ORD000123,CUST00810,2025-09-13 04:40:57,CANCELLED,NORTH
ORD000124,CUST00370,2024-06-30 16:14:10,RETURNED,CENTRAL
ORD000125,CUST00378,2023-10-20 04:06:20,CANCELLED,CENTRAL
ORD000126,CUST00133,2026-01-15 22:05:53,RETURNED,NORTH
ORD000127,CUST00068,2026-02-15 08:54:29,DELIVERED,WEST
ORD000128,CUST00735,2025-05-10 03:21:24,CANCELLED,CENTRAL
ORD000129,CUST00421,2023-11-24 12:39:24,CANCELLED,CENTRAL
ORD000130,CUST00076,2026-02-24 08:29:03,SHIPPED,EAST
ORD000131,CUST00658,2025-05-22 10:53:09,PLACED,WEST
ORD000132,CUST00478,2025-12-14 06:02:03,RETURNED,EAST
ORD000133,CUST00132,2024-01-08 19:39:26,RETURNED,CENTRAL
ORD000134,CUST00187,2023-11-08 18:45:26,SHIPPED,WEST
ORD000135,CUST00515,2023-10-01 04:21:57,PLACED,NORTH
ORD000136,CUST00531,2023-08-19 16:56:06,SHIPPED,EAST
ORD000137,CUST00169,2025-02-04 04:06:11,SHIPPED,EAST
ORD000138,CUST00958,2024-10-27 13:41:47,SHIPPED,EAST
ORD000139,CUST00971,2026-10-06 00:00:00,RETURNED,EAST
ORD000140,CUST00867,2023-10-07 22:13:13,PLACED,EAST
ORD000141,CUST00202,2024-01-13 00:40:18,RETURNED,EAST
ORD000142,CUST00129,2023-10-03 05:24:12,DELIVERED,CENTRAL
ORD000143,CUST00547,2025-05-15 09:42:18,PLACED,CENTRAL
ORD000144,CUST00657,2023-09-22 00:28:06,SHIPPED,CENTRAL
ORD000145,CUST00965,2024-10-09 05:26:56,RETURNED,SOUTH
ORD000146,CUST00176,2026-02-01 15:46:46,RETURNED,CENTRAL
ORD000147,,2026-02-25 15:40:10,RETURNED,NORTH
ORD000148,,2025-04-29 17:55:02,PLACED,NORTH
ORD000149,CUST00047,2023-10-09 02:37:53,RETURNED,EAST
ORD000150,CUST00667,2023-12-04 02:12:00,SHIPPED,CENTRAL
ORD000151,CUST00427,2026-05-16 11:13:36,RETURNED,NORTH
ORD000152,CUST00510,2023-09-23 13:47:35,RETURNED,EAST
ORD000153,,2025-11-13 16:26:39,DELIVERED,WEST
ORD000154,CUST00251,2023-09-18 00:04:01,CANCELLED,EAST
ORD000155,CUST00465,2024-09-29 01:05:12,PLACED,NORTH
ORD000156,CUST00162,2025-02-10 11:29:02,CANCELLED,WEST
ORD000157,CUST00496,2025-03-13 21:37:22,CANCELLED,SOUTH
ORD000158,CUST00349,2023-11-24 18:36:12,RETURNED,SOUTH
ORD000159,CUST00321,2026-02-11 20:28:42,DELIVERED,EAST
ORD000160,CUST00999,2025-03-28 13:00:36,CANCELLED,SOUTH
ORD000161,CUST00779,2024-06-25 00:50:14,DELIVERED,CENTRAL
ORD000162,CUST00576,2026-01-15 07:36:02,PLACED,EAST
ORD000163,CUST00248,2026-04-18 18:05:14,CANCELLED,NORTH
ORD000164,CUST00274,2026-02-22 06:30:11,CANCELLED,SOUTH
ORD000165,CUST00145,2023-07-15 09:14:00,PLACED,NORTH
ORD000166,CUST00298,2025-06-02 06:11:21,CANCELLED,CENTRAL
ORD000167,CUST00429,2025-02-14 07:22:07,SHIPPED,SOUTH
ORD000168,CUST00834,2025-06-19 00:45:43,DELIVERED,CENTRAL
ORD000169,CUST00739,2025-04-23 22:43:53,DELIVERED,SOUTH
ORD000170,CUST00782,2026-02-16 08:55:25,SHIPPED,WEST
ORD000171,CUST00528,2026-02-14 20:22:52,CANCELLED,WEST
ORD000172,CUST00901,2023-12-03 05:42:27,DELIVERED,WEST
ORD000173,CUST00024,2024-12-07 11:36:45,PLACED,WEST
ORD000174,CUST00518,2026-04-05 01:54:08,CANCELLED,SOUTH
ORD000175,CUST00221,2026-05-13 16:33:06,RETURNED,EAST
ORD000176,CUST00050,2023-08-08 06:06:07,PLACED,EAST
ORD000177,CUST00507,2025-06-03 07:00:05,RETURNED,WEST
ORD000178,CUST00293,2025-09-09 08:53:13,RETURNED,NORTH
ORD000179,CUST00868,2024-11-19 17:44:22,PLACED,WEST
ORD000180,CUST00138,2025-12-28 01:03:47,DELIVERED,EAST
ORD000181,CUST00783,2024-04-22 00:00:00,CANCELLED,EAST
ORD000182,CUST00047,2023-12-13 16:34:13,CANCELLED,NORTH
ORD000183,CUST00584,2023-12-05 10:20:26,RETURNED,SOUTH
ORD000184,CUST00372,2023-07-17 23:56:39,RETURNED,EAST
ORD000185,CUST00076,2026-01-08 11:31:44,CANCELLED,CENTRAL
ORD000186,CUST00462,2023-10-11 20:01:59,RETURNED,EAST
ORD000187,CUST00846,2026-01-04 22:12:12,RETURNED,CENTRAL
ORD000188,CUST00122,2024-04-24 16:15:57,SHIPPED,NORTH
ORD000189,CUST00404,2025-12-05 08:41:24,DELIVERED,EAST
ORD000190,CUST00572,2024-01-10 14:43:41,DELIVERED,SOUTH
ORD000191,CUST00204,2026-03-15 00:26:06,RETURNED,CENTRAL
ORD000192,CUST00412,2025-08-27 10:53:08,RETURNED,NORTH
ORD000193,CUST00047,2024-07-31 00:49:52,PLACED,SOUTH
ORD000194,CUST00731,2024-12-31 23:44:15,DELIVERED,WEST
ORD000195,CUST00532,2025-04-12 22:04:17,CANCELLED,SOUTH
ORD000196,,2025-07-15 17:39:34,RETURNED,SOUTH
ORD000197,CUST00336,2026-02-17 08:47:29,RETURNED,EAST
ORD000198,CUST00167,2025-05-19 14:35:19,CANCELLED,CENTRAL
ORD000199,CUST00758,2024-04-12 17:31:11,DELIVERED,CENTRAL
ORD000200,CUST00345,2024-07-10 15:10:27,RETURNED,CENTRAL
ORD000201,CUST00546,2024-01-28 18:36:11,CANCELLED,CENTRAL
ORD000202,CUST00307,2023-09-05 08:52:15,CANCELLED,NORTH
ORD000203,CUST00378,2023-09-30 21:04:03,DELIVERED,NORTH
ORD000204,CUST00427,2024-01-13 06:04:34,RETURNED,EAST
ORD000205,CUST00816,2024-10-25 01:34:31,PLACED,CENTRAL
ORD000206,CUST00486,2025-12-22 22:21:48,DELIVERED,CENTRAL
ORD000207,CUST00592,2025-05-05 23:23:19,SHIPPED,NORTH
ORD000208,CUST00598,2025-09-03 00:30:24,CANCELLED,SOUTH
ORD000209,CUST00537,2026-04-06 07:06:55,RETURNED,WEST
ORD000210,CUST00152,2025-01-04 15:26:32,SHIPPED,NORTH
ORD000211,CUST00587,2024-10-24 07:43:52,PLACED,SOUTH
ORD000212,CUST00020,2025-12-21 14:26:07,CANCELLED,EAST
ORD000213,CUST00429,2025-10-16 13:05:32,SHIPPED,WEST
ORD000214,CUST00708,2024-02-10 03:04:28,SHIPPED,WEST
ORD000215,CUST00514,2024-02-12 21:36:03,RETURNED,WEST
ORD000216,CUST00894,2025-06-27 06:54:26,PLACED,SOUTH
ORD000217,CUST00532,2024-10-20 10:00:32,SHIPPED,CENTRAL
ORD000218,CUST00333,2026-01-21 03:32:47,CANCELLED,CENTRAL
ORD000219,CUST00386,2024-12-12 14:02:35,DELIVERED,SOUTH
ORD000220,CUST00471,2024-09-23 01:26:35,RETURNED,EAST
ORD000221,CUST00560,2025-01-21 00:00:00,DELIVERED,EAST
ORD000222,CUST00625,2023-07-11 11:06:20,CANCELLED,SOUTH
ORD000223,CUST00981,2025-09-10 02:19:26,SHIPPED,EAST
ORD000224,CUST00572,2025-12-25 21:51:26,DELIVERED,SOUTH
ORD000225,,2026-04-15 13:45:40,DELIVERED,EAST
ORD000226,CUST00722,2026-05-17 14:39:49,SHIPPED,WEST
ORD000227,CUST00325,2024-02-08 12:53:09,CANCELLED,EAST
ORD000228,CUST00574,2023-09-25 22:44:58,DELIVERED,EAST
ORD000229,CUST00125,2024-07-01 16:14:05,RETURNED,CENTRAL
ORD000230,CUST00389,2025-08-24 16:08:39,CANCELLED,EAST
ORD000231,CUST00978,2025-11-13 23:35:50,SHIPPED,EAST
ORD000232,CUST00044,2023-09-21 17:42:00,DELIVERED,NORTH
ORD000233,CUST00355,2025-04-14 13:22:21,CANCELLED,EAST
ORD000234,CUST00766,2024-12-14 00:11:10,CANCELLED,SOUTH
ORD000235,CUST00207,2024-04-27 11:05:54,RETURNED,EAST
ORD000236,CUST00956,2024-05-05 04:11:55,RETURNED,EAST
ORD000237,CUST00141,2026-03-19 23:24:22,PLACED,CENTRAL
ORD000238,CUST00759,2024-05-06 13:21:19,RETURNED,SOUTH
ORD000239,CUST00249,2023-10-13 04:04:13,PLACED,CENTRAL
ORD000240,CUST00232,2024-12-10 11:46:17,SHIPPED,NORTH
ORD000241,CUST00103,2024-04-18 01:28:48,CANCELLED,EAST
ORD000242,CUST00735,2026-05-01 09:25:24,CANCELLED,NORTH
ORD000243,CUST00698,2025-07-06 22:06:30,SHIPPED,NORTH
ORD000244,CUST00988,2026-06-12 05:07:38,RETURNED,SOUTH
ORD000245,CUST00417,2026-06-07 15:29:41,CANCELLED,WEST
ORD000246,CUST00667,2025-06-23 23:49:00,SHIPPED,EAST
ORD000247,CUST00329,2026-01-15 14:33:07,DELIVERED,NORTH
ORD000248,CUST00930,2026-06-08 12:51:06,PLACED,CENTRAL
ORD000249,CUST00238,2024-11-24 07:47:21,RETURNED,NORTH
ORD000250,CUST00936,2025-12-13 10:30:30,SHIPPED,WEST
ORD000251,CUST00904,2025-11-24 07:24:54,SHIPPED,NORTH
ORD000252,CUST00857,2024-12-01 08:07:21,CANCELLED,WEST
ORD000253,CUST00191,2026-02-09 23:46:57,DELIVERED,NORTH
ORD000254,CUST00010,2024-10-06 08:52:05,DELIVERED,CENTRAL
ORD000255,CUST00618,2025-04-09 07:53:04,PLACED,EAST
ORD000256,,2024-11-20 09:35:56,CANCELLED,CENTRAL
ORD000257,CUST00537,2024-03-07 00:01:45,CANCELLED,SOUTH
ORD000258,CUST00872,2023-12-08 18:48:20,RETURNED,WEST
ORD000259,CUST00280,2025-06-03 15:24:08,SHIPPED,NORTH
ORD000260,CUST00339,2023-09-02 10:49:48,SHIPPED,WEST
ORD000261,CUST00664,2025-08-07 07:25:42,DELIVERED,SOUTH
ORD000262,CUST00015,2024-06-03 17:50:12,DELIVERED,EAST
ORD000263,CUST00582,2023-07-04 15:37:46,SHIPPED,SOUTH
ORD000264,CUST00626,2026-03-17 04:45:16,CANCELLED,WEST
ORD000265,CUST00528,2024-06-09 08:46:14,DELIVERED,NORTH
ORD000266,CUST00411,2026-06-09 18:55:42,PLACED,SOUTH
ORD000267,CUST00144,2024-06-20 15:01:48,CANCELLED,EAST
ORD000268,CUST00959,2025-06-22 15:32:37,SHIPPED,NORTH
ORD000269,CUST00268,2026-02-22 03:13:01,CANCELLED,SOUTH
ORD000270,CUST00458,2024-05-25 00:10:20,DELIVERED,EAST
ORD000271,CUST00310,2024-07-04 05:04:06,RETURNED,CENTRAL
ORD000272,CUST00012,2025-07-14 17:18:37,DELIVERED,EAST
ORD000273,CUST00710,2024-11-24 21:34:18,SHIPPED,NORTH
ORD000274,CUST00684,2025-02-01 20:48:02,PLACED,WEST
ORD000275,CUST00315,2024-05-12 20:32:29,SHIPPED,WEST
ORD000276,CUST00703,2025-03-11 18:31:37,RETURNED,EAST
ORD000277,CUST00707,2024-04-10 02:55:33,PLACED,EAST
ORD000278,CUST00377,2023-07-09 08:32:00,RETURNED,SOUTH
ORD000279,CUST00225,2025-01-12 12:35:47,SHIPPED,WEST
ORD000280,CUST00157,2023-07-14 06:35:48,CANCELLED,CENTRAL
ORD000281,CUST00383,2023-10-21 00:00:00,CANCELLED,CENTRAL
ORD000282,CUST00935,2025-01-04 20:46:29,CANCELLED,CENTRAL
ORD000283,CUST00822,2023-08-14 12:55:46,SHIPPED,SOUTH
ORD000284,CUST00697,2025-11-06 14:11:41,RETURNED,NORTH
ORD000285,CUST00539,2023-12-24 20:21:39,CANCELLED,CENTRAL
ORD000286,CUST00721,2024-02-05 02:55:23,DELIVERED,NORTH
ORD000287,CUST00940,2024-09-22 07:15:33,RETURNED,NORTH
ORD000288,CUST00064,2025-05-13 00:00:00,RETURNED,CENTRAL
ORD000289,CUST00208,2024-04-25 21:40:42,RETURNED,CENTRAL
ORD000290,CUST00154,2026-03-05 15:39:06,SHIPPED,EAST
ORD000291,CUST00875,2025-12-24 17:45:50,RETURNED,WEST
ORD000292,,2025-01-08 00:10:54,SHIPPED,CENTRAL
ORD000293,CUST00501,2023-09-05 02:40:59,PLACED,CENTRAL
ORD000294,CUST00457,2023-08-14 00:33:04,PLACED,WEST
ORD000295,CUST00136,2024-05-03 05:37:53,RETURNED,WEST
ORD000296,CUST00468,2024-05-01 05:14:35,RETURNED,NORTH
ORD000297,CUST00573,2024-09-12 05:50:29,CANCELLED,EAST
ORD000298,CUST00741,2024-03-25 10:26:56,PLACED,WEST
ORD000299,CUST00261,2024-06-03 00:39:19,PLACED,SOUTH
ORD000300,CUST00593,2024-08-08 21:49:04,PLACED,NORTH
ORD000301,CUST00434,2024-03-25 15:35:26,DELIVERED,NORTH
ORD000302,CUST00555,2024-12-07 19:06:25,PLACED,NORTH
ORD000303,CUST00957,2025-11-06 07:14:09,CANCELLED,NORTH
ORD000304,CUST00294,2024-07-15 00:00:18,CANCELLED,SOUTH
ORD000305,CUST00788,2024-04-01 06:17:59,SHIPPED,WEST
ORD000306,CUST00384,2024-04-28 08:44:19,CANCELLED,WEST
ORD000307,CUST00891,2023-08-01 07:04:25,CANCELLED,WEST
ORD000308,CUST00083,2024-03-28 10:26:05,RETURNED,SOUTH
ORD000309,CUST00670,2024-08-08 13:58:45,DELIVERED,NORTH
ORD000310,CUST00183,2023-12-03 02:26:15,RETURNED,WEST
ORD000311,CUST00542,2023-07-31 12:29:48,SHIPPED,SOUTH
ORD000312,,2026-05-16 07:02:53,PLACED,NORTH
ORD000313,CUST00306,2024-01-28 02:36:09,CANCELLED,CENTRAL
ORD000314,CUST00435,2025-02-06 13:03:25,RETURNED,WEST
ORD000315,,2026-04-11 05:05:09,SHIPPED,SOUTH
ORD000316,CUST00472,2023-12-18 07:01:02,DELIVERED,SOUTH
ORD000317,CUST00283,2024-12-05 13:38:08,SHIPPED,NORTH
ORD000318,CUST00033,2024-05-20 12:00:37,CANCELLED,CENTRAL
ORD000319,CUST00785,2024-10-14 19:42:55,PLACED,SOUTH
ORD000320,CUST00212,2025-06-06 14:17:55,PLACED,NORTH
ORD000321,CUST00609,2024-07-05 23:13:52,PLACED,WEST
ORD000322,CUST00613,2025-01-23 02:59:42,PLACED,SOUTH
ORD000323,CUST00759,2025-01-27 08:00:59,PLACED,WEST
ORD000324,CUST00450,2026-04-20 14:15:20,SHIPPED,CENTRAL
ORD000325,CUST00223,2024-03-21 02:32:57,PLACED,SOUTH
ORD000326,CUST00516,2025-09-24 11:02:43,DELIVERED,SOUTH
ORD000327,CUST00836,2026-02-21 00:30:49,RETURNED,EAST
ORD000328,CUST00592,2025-05-02 15:58:26,RETURNED,EAST
ORD000329,CUST00243,2023-10-08 11:14:36,DELIVERED,SOUTH
ORD000330,CUST00677,2023-12-29 23:32:38,RETURNED,SOUTH
ORD000331,CUST00424,2024-02-08 06:37:01,DELIVERED,EAST
ORD000332,CUST00063,2024-01-18 02:10:18,RETURNED,CENTRAL
ORD000333,CUST00901,2024-04-18 00:00:00,SHIPPED,WEST
ORD000334,CUST00570,2024-04-21 16:11:21,CANCELLED,NORTH
ORD000335,CUST00996,2025-10-03 04:52:17,DELIVERED,WEST
ORD000336,CUST00805,2025-02-05 09:56:38,RETURNED,EAST
ORD000337,CUST00714,2026-06-11 13:10:56,CANCELLED,WEST
ORD000338,CUST00153,2025-01-30 07:02:30,DELIVERED,WEST
ORD000339,CUST00189,2024-11-03 19:53:16,RETURNED,WEST
ORD000340,CUST00247,2026-01-15 06:36:20,SHIPPED,EAST
ORD000341,CUST00879,2025-04-26 04:12:38,SHIPPED,WEST
ORD000342,CUST00937,2026-03-13 02:55:15,PLACED,CENTRAL
ORD000343,CUST00423,2024-07-12 19:15:50,CANCELLED,CENTRAL
ORD000344,CUST00543,2023-09-08 16:04:27,SHIPPED,WEST
ORD000345,CUST00249,2026-02-09 20:58:53,DELIVERED,SOUTH
ORD000346,CUST00339,2025-12-27 06:53:18,PLACED,WEST
ORD000347,CUST00868,2024-04-17 16:01:56,DELIVERED,NORTH
ORD000348,CUST00549,2025-10-07 17:29:58,SHIPPED,NORTH
ORD000349,CUST00275,2024-09-27 21:43:13,CANCELLED,CENTRAL
ORD000350,CUST00618,2024-02-14 16:46:08,PLACED,NORTH
ORD000351,CUST00193,2024-11-18 22:36:40,RETURNED,CENTRAL
ORD000352,CUST00223,2024-07-16 21:01:11,CANCELLED,SOUTH
ORD000353,CUST00891,2023-09-19 15:25:52,DELIVERED,EAST
ORD000354,CUST00980,2026-03-02 17:43:49,PLACED,SOUTH
ORD000355,CUST00960,2024-09-05 23:40:56,SHIPPED,NORTH
ORD000356,CUST00765,2024-01-11 08:30:30,CANCELLED,SOUTH
ORD000357,CUST00713,2025-08-26 11:27:08,RETURNED,SOUTH
ORD000358,CUST00407,2025-12-22 05:57:22,SHIPPED,CENTRAL
ORD000359,CUST00330,2025-07-27 12:41:06,DELIVERED,WEST
ORD000360,CUST00478,2024-05-18 22:44:05,RETURNED,EAST
ORD000361,CUST00316,2023-11-02 08:53:30,DELIVERED,EAST
ORD000362,CUST00526,2025-06-29 01:32:28,CANCELLED,WEST
ORD000363,CUST00101,2026-04-24 14:56:51,CANCELLED,EAST
ORD000364,CUST00937,2026-02-08 02:25:16,SHIPPED,EAST
ORD000365,CUST00321,2023-10-07 16:26:06,CANCELLED,NORTH
ORD000366,,2024-03-15 00:10:03,SHIPPED,SOUTH
ORD000367,CUST00017,2025-08-27 00:17:23,DELIVERED,CENTRAL
ORD000368,CUST00958,2025-02-20 19:48:00,RETURNED,CENTRAL
ORD000369,CUST00738,2026-03-26 23:48:13,CANCELLED,EAST
ORD000370,CUST00157,2025-08-27 20:35:53,SHIPPED,EAST
ORD000371,CUST00236,2025-01-30 07:26:38,CANCELLED,CENTRAL
ORD000372,CUST00854,2025-08-11 10:29:32,SHIPPED,WEST
ORD000373,CUST00564,2025-09-11 23:30:08,DELIVERED,EAST
ORD000374,CUST00782,2025-06-19 02:55:53,CANCELLED,WEST
ORD000375,CUST00472,2024-04-01 23:20:28,SHIPPED,EAST
ORD000376,CUST00174,2024-11-09 20:13:43,SHIPPED,CENTRAL
ORD000377,CUST00501,2025-01-29 17:00:06,SHIPPED,CENTRAL
ORD000378,CUST00658,2025-09-22 04:56:44,PLACED,CENTRAL
ORD000379,CUST00035,2026-06-11 18:59:24,PLACED,NORTH
ORD000380,CUST00783,2025-07-18 16:24:46,PLACED,WEST
ORD000381,CUST00141,2025-08-05 12:58:35,SHIPPED,NORTH
ORD000382,CUST00725,2025-03-07 00:00:00,SHIPPED,NORTH
ORD000383,CUST00224,2024-08-18 18:03:49,RETURNED,WEST
